#! FIELDS cnHH.max external.bias der_cnHH.max
#! SET min_cnHH.max -0.1
#! SET max_cnHH.max 1.5
#! SET nbins_cnHH.max  151
#! SET periodic_cnHH.max false
   -0.100000000    0.077649726     5.528154176
   -0.089333333    0.162203476    10.855822219
   -0.078666667    0.323755304    20.286796523
   -0.068000000    0.625983986    36.682188967
   -0.057333333    1.143457398    62.167456317
   -0.046666667    1.996589345   100.114121502
   -0.036000000    3.332720315   153.051825222
   -0.025333333    5.327556090   222.522229708
   -0.014666667    8.134499058   305.765604654
   -0.004000000   11.879976497   397.131348937
    0.006666667   16.599031654   486.231660961
    0.017333333   22.195187160   559.042002517
    0.028000000   28.412126585   600.094923861
    0.038666667   34.835374884   595.820372742
    0.049333333   40.932360878   538.229179688
    0.060000000   46.128526391   427.786205223
    0.070666667   49.904733706   274.379260871
    0.081333333   51.892006964    95.821592703
    0.092000000   51.937977382   -85.836233131
    0.102666667   50.126825505  -249.107522103
    0.113333333   46.748651040  -377.499642095
    0.124000000   42.229616048  -462.265622731
    0.134666667   37.044889943  -502.843415926
    0.145333333   31.638603366  -505.206001900
    0.156000000   26.368780726  -479.009479577
    0.166666667   21.484132069  -434.648789821
    0.177333333   17.128653399  -381.095909731
    0.188000000   13.363216053  -324.892321042
    0.198666667   10.192156934  -270.163680470
    0.209333333    7.586126772  -219.223998900
    0.220000000    5.497481268  -173.300685708
    0.230666667    3.868775618  -133.069100837
    0.241333333    2.637076994   -98.903114227
    0.252000000    1.736847763   -70.912807609
    0.262666667    1.055092409   -45.366550125
    0.273333333    0.652838427   -30.695650356
    0.284000000    0.386909072   -19.761602327
    0.294666667    0.219555706   -12.111516028
    0.305333333    0.113891433    -6.662203108
    0.316000000    0.059652249    -3.743939351
    0.326666667    0.029853645    -2.001072467
    0.337333333    0.014275873    -1.017813861
    0.348000000    0.000000000    -0.000000000
    0.358666667   -0.000000000   -0.000000000
    0.369333333   -0.000000000   -0.000000000
    0.380000000   -0.000000000   -0.000000000
    0.390666667   -0.000000000   -0.000000000
    0.401333333   -0.000000000   -0.000000000
    0.412000000   -0.000000000   -0.000000000
    0.422666667   -0.000000000   -0.000000000
    0.433333333   -0.000000000   -0.000000000
    0.444000000   -0.000000000   -0.000000000
    0.454666667   -0.000000000   -0.000000000
    0.465333333   -0.000000000   -0.000000000
    0.476000000   -0.000000000   -0.000000000
    0.486666667   -0.000000000   -0.000000000
    0.497333333   -0.000000000   -0.000000000
    0.508000000   -0.000000000   -0.000000000
    0.518666667   -0.000000000   -0.000000000
    0.529333333   -0.000000000   -0.000000000
    0.540000000   -0.000000000   -0.000000000
    0.550666667   -0.000000000   -0.000000000
    0.561333333   -0.000000000   -0.000000000
    0.572000000   -0.000000000   -0.000000000
    0.582666667   -0.000000000   -0.000000000
    0.593333333   -0.000000000   -0.000000000
    0.604000000   -0.000000000   -0.000000000
    0.614666667   -0.000000000   -0.000000000
    0.625333333   -0.000000000   -0.000000000
    0.636000000   -0.000000000   -0.000000000
    0.646666667   -0.000000000   -0.000000000
    0.657333333   -0.000000000   -0.000000000
    0.668000000   -0.000000000   -0.000000000
    0.678666667   -0.000000000   -0.000000000
    0.689333333   -0.000000000   -0.000000000
    0.700000000   -0.000000000   -0.000000000
    0.710666667   -0.000000000   -0.000000000
    0.721333333   -0.000000000   -0.000000000
    0.732000000   -0.000000000   -0.000000000
    0.742666667   -0.000000000   -0.000000000
